œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
71;82;8;31;True;07.12.2017 10:49:58;;0;;
72;80;8;27;True;07.12.2017 10:50:00;;0;;
73;38;11;22;True;07.12.2017 10:50:01;;0;;
74;20;13;30;True;07.12.2017 10:50:04;;0;;
75;58;10;37;True;07.12.2017 10:50:05;;0;;
76;124;5;36;True;07.12.2017 10:50:07;;0;;
77;142;3;28;True;07.12.2017 10:50:08;;0;;
78;104;6;21;True;07.12.2017 10:50:10;;0;;
79;89;7;18;True;07.12.2017 10:50:13;;0;;
80;62;9;18;True;07.12.2017 10:50:15;;0;;
81;16;13;22;True;07.12.2017 10:50:16;;0;;
82;8;14;25;True;07.12.2017 10:50:18;;0;;
83;23;13;36;True;07.12.2017 10:50:19;;0;;
84;73;9;40;True;07.12.2017 10:50:20;;0;;
85;100;7;40;True;07.12.2017 10:50:22;;0;;
86;146;3;36;True;07.12.2017 10:50:27;;0;;
87;154;2;33;True;07.12.2017 10:50:28;;0;;
88;150;2;25;True;07.12.2017 10:50:30;;0;;
89;139;3;22;True;07.12.2017 10:50:32;;0;;
90;118;5;24;True;07.12.2017 10:50:34;;0;;
91;91;7;22;True;07.12.2017 10:50:36;;0;;
92;64;9;22;True;07.12.2017 10:50:38;;0;;
93;39;11;24;True;07.12.2017 10:50:39;;0;;
94;29;12;27;True;07.12.2017 10:50:40;;0;;
95;31;12;31;True;07.12.2017 10:50:42;;0;;
96;44;11;34;True;07.12.2017 10:50:43;;0;;
97;71;9;36;True;07.12.2017 10:50:45;;0;;
98;98;7;36;True;07.12.2017 10:50:46;;0;;
99;123;5;34;True;07.12.2017 10:50:48;;0;;
100;133;4;31;True;07.12.2017 10:50:50;;0;;
101;131;4;27;True;07.12.2017 10:50:51;;0;;
102;106;6;25;True;07.12.2017 10:50:53;;0;;
103;92;7;24;True;07.12.2017 10:50:54;;0;;
104;65;9;24;True;07.12.2017 10:50:56;;0;;
105;52;10;25;True;07.12.2017 10:50:57;;0;;
106;41;11;28;True;07.12.2017 10:50:58;;0;;
107;42;11;30;True;07.12.2017 10:51:00;;0;;
108;56;10;33;True;07.12.2017 10:51:01;;0;;
109;70;9;34;True;07.12.2017 10:51:02;;0;;
110;97;7;34;True;07.12.2017 10:51:04;;0;;
111;110;6;33;True;07.12.2017 10:51:05;;0;;
112;121;5;30;True;07.12.2017 10:51:07;;0;;
113;120;5;28;True;07.12.2017 10:51:08;;0;;
114;128;4;21;True;07.12.2017 10:51:13;;0;;
115;103;6;19;True;07.12.2017 10:51:15;;0;;
116;49;10;19;True;07.12.2017 10:51:16;;0;;
117;26;12;21;True;07.12.2017 10:51:18;;0;;
118;9;14;27;True;07.12.2017 10:51:19;;0;;
119;34;12;37;True;07.12.2017 10:51:20;;0;;
120;59;10;39;True;07.12.2017 10:51:22;;0;;
121;113;6;39;True;07.12.2017 10:51:23;;0;;
122;136;4;37;True;07.12.2017 10:51:25;;0;;
123;153;2;31;True;07.12.2017 10:51:27;;0;;
124;151;2;27;True;07.12.2017 10:51:28;;0;;
125;76;8;19;True;07.12.2017 10:51:30;;0;;
126;17;13;24;True;07.12.2017 10:51:31;;0;;
127;22;13;34;True;07.12.2017 10:51:32;;0;;
128;86;8;39;True;07.12.2017 10:51:33;;0;;
129;145;3;34;True;07.12.2017 10:51:34;;0;;
130;140;3;24;True;07.12.2017 10:51:38;;0;;
131;117;5;22;True;07.12.2017 10:51:39;;0;;
132;50;10;21;True;07.12.2017 10:51:41;;0;;
133;19;13;28;True;07.12.2017 10:51:42;;0;;
134;45;11;36;True;07.12.2017 10:51:44;;0;;
135;112;6;37;True;07.12.2017 10:51:45;;0;;
136;143;3;30;True;07.12.2017 10:51:46;;0;;
137;157;1;24;True;07.12.2017 10:51:48;;0;;
138;148;2;21;True;07.12.2017 10:51:50;;0;;
139;127;4;19;True;07.12.2017 10:51:52;;0;;
140;115;5;18;True;07.12.2017 10:51:53;;0;;
141;88;7;16;True;07.12.2017 10:51:55;;0;;
142;61;9;16;True;07.12.2017 10:51:56;;0;;
143;36;11;18;True;07.12.2017 10:51:58;;0;;
144;25;12;19;True;07.12.2017 10:51:59;;0;;
145;6;14;21;True;07.12.2017 10:52:00;;0;;
146;0;15;24;True;07.12.2017 10:52:01;;0;;
147;2;15;28;True;07.12.2017 10:52:03;;0;;
148;14;14;37;True;07.12.2017 10:52:04;;0;;
149;35;12;39;True;07.12.2017 10:52:06;;0;;
150;47;11;40;True;07.12.2017 10:52:07;;0;;
151;74;9;42;True;07.12.2017 10:52:08;;0;;
152;101;7;42;True;07.12.2017 10:52:09;;0;;
153;126;5;40;True;07.12.2017 10:52:10;;0;;
154;137;4;39;True;07.12.2017 10:52:11;;0;;
155;162;1;34;True;07.12.2017 10:52:12;;0;;
156;160;1;30;True;07.12.2017 10:52:13;;0;;
157;159;1;28;True;07.12.2017 10:52:14;;0;;
158;156;2;37;True;07.12.2017 10:52:15;;0;;
159;4;15;32;True;07.12.2017 10:52:16;;0;;
160;11;14;31;True;07.12.2017 10:52:17;;0;;
161;12;14;33;True;07.12.2017 10:52:18;;0;;
162;3;15;30;True;07.12.2017 10:52:21;;0;;
163;5;15;34;True;07.12.2017 10:52:22;;0;;
