œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
1;94;7;28;True;02.02.2016 13:50:46;;0;;
2;82;8;31;True;02.02.2016 13:50:46;;0;;
3;67;9;28;True;02.02.2016 13:50:46;;0;;
4;79;8;25;True;02.02.2016 13:50:46;;0;;
5;109;6;31;True;02.02.2016 13:50:46;;0;;
6;55;10;31;True;02.02.2016 13:50:47;;0;;
7;106;6;25;True;02.02.2016 13:50:47;;0;;
8;120;5;28;True;02.02.2016 13:50:47;;0;;
9;97;7;34;True;02.02.2016 13:50:47;;0;;
10;70;9;34;True;02.02.2016 13:50:47;;0;;
11;41;11;28;True;02.02.2016 13:50:48;;0;;
12;52;10;25;True;02.02.2016 13:50:48;;0;;
13;85;8;37;True;02.02.2016 13:50:48;;0;;
14;44;11;34;True;02.02.2016 13:50:48;;0;;
15;31;12;31;True;02.02.2016 13:50:48;;0;;
16;28;12;25;True;02.02.2016 13:50:48;;0;;
17;64;9;22;True;02.02.2016 13:50:49;;0;;
18;91;7;22;True;02.02.2016 13:50:49;;0;;
19;130;4;25;True;02.02.2016 13:50:49;;0;;
20;133;4;31;True;02.02.2016 13:50:49;;0;;
21;123;5;34;True;02.02.2016 13:50:49;;0;;
22;76;8;19;True;02.02.2016 13:50:50;;0;;
23;117;5;22;True;02.02.2016 13:50:50;;0;;
24;142;3;28;True;02.02.2016 13:50:50;;0;;
25;145;3;34;True;02.02.2016 13:50:50;;0;;
26;112;6;37;True;02.02.2016 13:50:50;;0;;
27;58;10;37;True;02.02.2016 13:50:51;;0;;
28;22;13;34;True;02.02.2016 13:50:51;;0;;
29;19;13;28;True;02.02.2016 13:50:51;;0;;
30;38;11;22;True;02.02.2016 13:50:51;;0;;
31;103;6;19;True;02.02.2016 13:50:51;;0;;
32;139;3;22;True;02.02.2016 13:50:51;;0;;
33;150;2;25;True;02.02.2016 13:50:52;;0;;
34;153;2;31;True;02.02.2016 13:50:52;;0;;
35;136;4;37;True;02.02.2016 13:50:52;;0;;
36;100;7;40;True;02.02.2016 13:50:52;;0;;
37;73;9;40;True;02.02.2016 13:50:52;;0;;
38;34;12;37;True;02.02.2016 13:50:53;;0;;
39;11;14;31;True;02.02.2016 13:50:53;;0;;
40;8;14;25;True;02.02.2016 13:50:53;;0;;
41;16;13;22;True;02.02.2016 13:50:53;;0;;
42;49;10;19;True;02.02.2016 13:50:53;;0;;
43;88;7;16;True;02.02.2016 13:50:54;;0;;
