œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
1;94;7;28;True;02.02.2016 11:19:37;;0;;
2;82;8;31;True;02.02.2016 11:19:37;;0;;
3;67;9;28;True;02.02.2016 11:19:37;;0;;
4;79;8;25;True;02.02.2016 11:19:38;;0;;
5;109;6;31;False;01.01.0001 0:00:00;;0;;
6;55;10;31;False;01.01.0001 0:00:00;;0;;
7;106;6;25;False;01.01.0001 0:00:00;;0;;
8;120;5;28;False;01.01.0001 0:00:00;;0;;
9;97;7;34;False;01.01.0001 0:00:00;;0;;
10;70;9;34;False;01.01.0001 0:00:00;;0;;
11;41;11;28;False;01.01.0001 0:00:00;;0;;
12;52;10;25;False;01.01.0001 0:00:00;;0;;
13;85;8;37;False;01.01.0001 0:00:00;;0;;
14;44;11;34;False;01.01.0001 0:00:00;;0;;
15;31;12;31;False;01.01.0001 0:00:00;;0;;
16;28;12;25;False;01.01.0001 0:00:00;;0;;
17;64;9;22;False;01.01.0001 0:00:00;;0;;
18;91;7;22;False;01.01.0001 0:00:00;;0;;
19;130;4;25;False;01.01.0001 0:00:00;;0;;
20;133;4;31;False;01.01.0001 0:00:00;;0;;
21;123;5;34;False;01.01.0001 0:00:00;;0;;
22;76;8;19;False;01.01.0001 0:00:00;;0;;
23;117;5;22;False;01.01.0001 0:00:00;;0;;
24;142;3;28;False;01.01.0001 0:00:00;;0;;
25;145;3;34;False;01.01.0001 0:00:00;;0;;
26;112;6;37;False;01.01.0001 0:00:00;;0;;
27;58;10;37;False;01.01.0001 0:00:00;;0;;
28;22;13;34;False;01.01.0001 0:00:00;;0;;
29;19;13;28;False;01.01.0001 0:00:00;;0;;
30;38;11;22;False;01.01.0001 0:00:00;;0;;
31;103;6;19;False;01.01.0001 0:00:00;;0;;
32;139;3;22;False;01.01.0001 0:00:00;;0;;
33;150;2;25;False;01.01.0001 0:00:00;;0;;
34;153;2;31;False;01.01.0001 0:00:00;;0;;
35;136;4;37;False;01.01.0001 0:00:00;;0;;
