œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
1;2;15;28;True;27.11.2016 12:05:43;;0;;
2;126;5;40;True;27.11.2016 12:05:43;;0;;
3;127;4;19;True;27.11.2016 12:05:43;;0;;
4;5;15;34;True;27.11.2016 12:05:44;;0;;
5;156;2;37;True;27.11.2016 12:05:44;;0;;
6;88;7;16;True;27.11.2016 12:05:44;;0;;
7;14;14;37;True;27.11.2016 12:05:44;;0;;
8;162;1;34;True;27.11.2016 12:05:44;;0;;
9;61;9;16;True;27.11.2016 12:05:44;;0;;
10;47;11;40;True;27.11.2016 12:05:45;;0;;
11;159;1;28;True;27.11.2016 12:05:45;;0;;
12;25;12;19;True;27.11.2016 12:05:45;;0;;
13;8;14;25;True;27.11.2016 12:05:45;;0;;
14;100;7;40;True;27.11.2016 12:05:45;;0;;
15;139;3;22;True;27.11.2016 12:05:45;;0;;
16;11;14;31;True;27.11.2016 12:05:45;;0;;
17;136;4;37;True;27.11.2016 12:05:46;;0;;
18;103;6;19;True;27.11.2016 12:05:46;;0;;
19;34;12;37;True;27.11.2016 12:05:46;;0;;
20;153;2;31;True;27.11.2016 12:05:46;;0;;
21;49;10;19;True;27.11.2016 12:05:46;;0;;
22;16;13;22;True;27.11.2016 12:05:46;;0;;
23;73;9;40;True;27.11.2016 12:05:47;;0;;
24;150;2;25;True;31.01.2017 14:27:23;;0;;
25;19;13;28;True;31.01.2017 14:27:23;;0;;
26;112;6;37;True;31.01.2017 14:27:24;;0;;
27;117;5;22;True;31.01.2017 14:27:24;;0;;
28;22;13;34;True;31.01.2017 14:27:24;;0;;
29;145;3;34;True;31.01.2017 14:27:24;;0;;
30;76;8;19;True;31.01.2017 14:27:24;;0;;
31;38;11;22;True;31.01.2017 14:27:24;;0;;
32;58;10;37;True;31.01.2017 14:27:25;;0;;
33;142;3;28;True;31.01.2017 14:27:25;;0;;
34;28;12;25;True;31.01.2017 14:27:25;;0;;
35;85;8;37;True;31.01.2017 14:27:25;;0;;
36;130;4;25;True;31.01.2017 14:27:25;;0;;
37;31;12;31;True;31.01.2017 14:27:25;;0;;
38;123;5;34;True;31.01.2017 14:27:29;;0;;
39;91;7;22;False;01.01.0001 0:00:00;;0;;
40;41;11;28;False;01.01.0001 0:00:00;;0;;
41;97;7;34;False;01.01.0001 0:00:00;;0;;
42;106;6;25;False;01.01.0001 0:00:00;;0;;
