œŒ–ﬂƒ Œ¬€… ÕŒÃ≈– «¿√–”« »; ÕŒÃ≈– “¬—;  ŒŒ–ƒ»Õ¿“¿ X;  ŒŒ–ƒ»Õ¿“¿ Y; —“¿“”—;  ¬–≈Ãﬂ «¿√–”« »; —Ã≈Õ¿; œŒ¬€—Œ“Õ¿ﬂ Œ“Ã≈“ ¿; «¿Ã≈◊¿Õ»≈ 
1;94;7;28;True;02.02.2016 8:29:43;;0;;
2;82;8;31;True;02.02.2016 8:29:45;;0;;
3;67;9;28;True;02.02.2016 8:29:45;;0;;
4;79;8;25;True;02.02.2016 8:29:45;;0;;
5;109;6;31;True;02.02.2016 8:29:46;;0;;
6;55;10;31;True;02.02.2016 8:29:46;;0;;
7;106;6;25;True;02.02.2016 8:29:46;;0;;
8;120;5;28;True;02.02.2016 8:29:46;;0;;
9;97;7;34;True;02.02.2016 8:29:46;;0;;
10;70;9;34;True;02.02.2016 8:29:46;;0;;
11;41;11;28;True;02.02.2016 8:29:46;;0;;
12;52;10;25;True;02.02.2016 8:29:47;;0;;
13;85;8;37;True;02.02.2016 8:29:47;;0;;
14;44;11;34;True;02.02.2016 8:29:47;;0;;
15;31;12;31;True;02.02.2016 8:29:47;;0;;
16;28;12;25;True;02.02.2016 8:29:47;;0;;
17;64;9;22;True;02.02.2016 8:29:47;;0;;
18;91;7;22;True;02.02.2016 8:29:48;;0;;
19;130;4;25;True;02.02.2016 8:29:48;;0;;
20;133;4;31;True;02.02.2016 8:29:48;;0;;
21;123;5;34;True;02.02.2016 8:29:48;;0;;
22;76;8;19;True;02.02.2016 8:29:48;;0;;
23;117;5;22;True;02.02.2016 8:29:48;;0;;
24;142;3;28;True;02.02.2016 8:29:48;;0;;
25;145;3;34;True;02.02.2016 8:29:49;;0;;
26;112;6;37;True;02.02.2016 8:29:49;;0;;
27;58;10;37;True;02.02.2016 8:29:49;;0;;
28;22;13;34;True;02.02.2016 8:29:49;;0;;
29;19;13;28;True;02.02.2016 8:29:49;;0;;
30;38;11;22;True;02.02.2016 8:29:49;;0;;
31;103;6;19;True;02.02.2016 8:29:49;;0;;
32;139;3;22;True;02.02.2016 8:29:50;;0;;
33;150;2;25;True;02.02.2016 8:29:50;;0;;
34;153;2;31;True;02.02.2016 8:29:50;;0;;
35;136;4;37;True;02.02.2016 8:29:50;;0;;
36;100;7;40;True;02.02.2016 8:29:50;;0;;
37;73;9;40;True;02.02.2016 8:29:50;;0;;
38;34;12;37;True;02.02.2016 8:29:51;;0;;
39;11;14;31;True;02.02.2016 8:29:51;;0;;
40;8;14;25;True;02.02.2016 8:29:51;;0;;
41;16;13;22;True;02.02.2016 8:29:51;;0;;
42;49;10;19;True;02.02.2016 8:29:51;;0;;
43;88;7;16;True;02.02.2016 8:29:51;;0;;
44;127;4;19;True;02.02.2016 8:29:51;;0;;
45;159;1;28;True;02.02.2016 8:29:52;;0;;
46;162;1;34;True;02.02.2016 8:29:52;;0;;
47;156;2;37;True;02.02.2016 8:29:52;;0;;
48;126;5;40;True;02.02.2016 8:29:52;;0;;
49;47;11;40;True;02.02.2016 8:29:52;;0;;
50;14;14;37;True;02.02.2016 8:29:52;;0;;
51;5;15;34;True;02.02.2016 8:29:52;;0;;
52;2;15;28;True;02.02.2016 8:29:53;;0;;
53;25;12;19;True;02.02.2016 8:29:53;;0;;
54;61;9;16;True;02.02.2016 8:29:53;;0;;
55;81;8;29;True;02.02.2016 8:29:53;;0;;
56;107;6;27;True;02.02.2016 8:29:53;;0;;
57;83;8;33;True;02.02.2016 8:29:53;;0;;
58;53;10;27;True;02.02.2016 8:29:54;;0;;
59;65;9;24;True;02.02.2016 8:29:54;;0;;
60;92;7;24;True;02.02.2016 8:29:54;;0;;
61;121;5;30;True;02.02.2016 8:29:54;;0;;
62;110;6;33;True;02.02.2016 8:29:54;;0;;
63;56;10;33;True;02.02.2016 8:29:54;;0;;
64;42;11;30;True;02.02.2016 8:29:54;;0;;
65;29;12;27;True;02.02.2016 8:29:55;;0;;
66;39;11;24;True;02.02.2016 8:29:55;;0;;
67;77;8;21;True;02.02.2016 8:29:55;;0;;
68;118;5;24;True;02.02.2016 8:29:55;;0;;
69;131;4;27;True;02.02.2016 8:29:55;;0;;
70;134;4;33;True;02.02.2016 8:29:55;;0;;
71;98;7;36;True;02.02.2016 8:29:55;;0;;
72;71;9;36;True;02.02.2016 8:29:56;;0;;
73;32;12;33;True;02.02.2016 8:29:56;;0;;
74;20;13;30;True;02.02.2016 8:29:56;;0;;
75;17;13;24;True;02.02.2016 8:29:56;;0;;
76;50;10;21;True;02.02.2016 8:29:56;;0;;
77;104;6;21;True;02.02.2016 8:29:56;;0;;
78;140;3;24;True;02.02.2016 8:29:57;;0;;
79;143;3;30;True;02.02.2016 8:29:57;;0;;
80;124;5;36;True;02.02.2016 8:29:57;;0;;
81;86;8;39;True;02.02.2016 8:29:57;;0;;
82;45;11;36;True;02.02.2016 8:29:57;;0;;
83;23;13;36;True;02.02.2016 8:29:57;;0;;
84;12;14;33;True;02.02.2016 8:29:57;;0;;
85;9;14;27;True;02.02.2016 8:29:58;;0;;
86;26;12;21;True;02.02.2016 8:29:58;;0;;
87;62;9;18;True;02.02.2016 8:29:58;;0;;
88;89;7;18;True;02.02.2016 8:29:58;;0;;
89;128;4;21;True;02.02.2016 8:29:58;;0;;
90;151;2;27;True;02.02.2016 8:29:58;;0;;
91;154;2;33;True;02.02.2016 8:29:58;;0;;
92;146;3;36;True;02.02.2016 8:29:59;;0;;
93;113;6;39;True;02.02.2016 8:29:59;;0;;
94;59;10;39;True;02.02.2016 8:29:59;;0;;
95;35;12;39;True;02.02.2016 8:29:59;;0;;
96;3;15;30;True;02.02.2016 8:29:59;;0;;
97;36;11;18;True;02.02.2016 8:29:59;;0;;
98;115;5;18;True;02.02.2016 8:30:00;;0;;
99;160;1;30;True;02.02.2016 8:30:00;;0;;
100;137;4;39;True;02.02.2016 8:30:00;;0;;
101;101;7;42;True;02.02.2016 8:30:00;;0;;
102;74;9;42;True;02.02.2016 8:30:00;;0;;
103;0;15;24;True;02.02.2016 8:30:00;;0;;
104;6;14;21;True;02.02.2016 8:30:00;;0;;
105;95;7;30;True;02.02.2016 8:30:01;;0;;
106;68;9;30;True;02.02.2016 8:30:01;;0;;
107;80;8;27;True;02.02.2016 8:30:01;;0;;
108;108;6;29;True;02.02.2016 8:30:01;;0;;
109;96;7;32;True;02.02.2016 8:30:01;;0;;
110;69;9;32;True;02.02.2016 8:30:01;;0;;
111;54;10;29;True;02.02.2016 8:30:01;;0;;
112;66;9;26;True;02.02.2016 8:30:02;;0;;
113;93;7;26;True;02.02.2016 8:30:02;;0;;
114;119;5;26;True;02.02.2016 8:30:02;;0;;
115;122;5;32;True;02.02.2016 8:30:02;;0;;
116;84;8;35;True;02.02.2016 8:30:02;;0;;
117;43;11;32;True;02.02.2016 8:30:02;;0;;
118;40;11;26;True;02.02.2016 8:30:03;;0;;
119;78;8;23;True;02.02.2016 8:30:03;;0;;
120;105;6;23;True;02.02.2016 8:30:03;;0;;
121;132;4;29;True;02.02.2016 8:30:03;;0;;
122;111;6;35;True;02.02.2016 8:30:03;;0;;
123;57;10;35;True;02.02.2016 8:30:03;;0;;
124;30;12;29;True;02.02.2016 8:30:03;;0;;
125;51;10;23;True;02.02.2016 8:30:04;;0;;
126;90;7;20;True;02.02.2016 8:30:04;;0;;
127;129;4;23;True;02.02.2016 8:30:04;;0;;
128;141;3;26;True;02.02.2016 8:30:04;;0;;
129;144;3;32;True;02.02.2016 8:30:04;;0;;
130;135;4;35;True;02.02.2016 8:30:04;;0;;
131;99;7;38;True;02.02.2016 8:30:04;;0;;
132;72;9;38;True;02.02.2016 8:30:05;;0;;
133;33;12;35;True;02.02.2016 8:30:05;;0;;
134;21;13;32;True;02.02.2016 8:30:05;;0;;
135;18;13;26;True;02.02.2016 8:30:05;;0;;
136;27;12;23;True;02.02.2016 8:30:05;;0;;
137;63;9;20;True;02.02.2016 8:30:05;;0;;
138;75;8;17;True;02.02.2016 8:30:06;;0;;
139;116;5;20;True;02.02.2016 8:30:06;;0;;
140;149;2;23;True;02.02.2016 8:30:06;;0;;
141;152;2;29;True;02.02.2016 8:30:06;;0;;
142;155;2;35;True;02.02.2016 8:30:06;;0;;
143;125;5;38;True;02.02.2016 8:30:08;;0;;
144;87;8;41;True;02.02.2016 8:30:12;;0;‚Ô‚‡Ô˚Ô;
145;46;11;38;False;02.02.2016 8:30:16;;0;‚Ô‚Ô‡‚Ô;
146;13;14;35;False;01.01.0001 0:00:00;;0;;
147;10;14;29;False;01.01.0001 0:00:00;;0;;
148;7;14;23;False;01.01.0001 0:00:00;;0;;
149;37;11;20;False;01.01.0001 0:00:00;;0;;
150;102;6;17;False;01.01.0001 0:00:00;;0;;
151;138;3;20;False;01.01.0001 0:00:00;;0;;
152;158;1;26;False;01.01.0001 0:00:00;;0;;
153;161;1;32;False;01.01.0001 0:00:00;;0;;
154;147;3;38;False;01.01.0001 0:00:00;;0;;
155;114;6;41;False;01.01.0001 0:00:00;;0;;
156;60;10;41;False;01.01.0001 0:00:00;;0;;
157;24;13;38;False;01.01.0001 0:00:00;;0;;
158;4;15;32;False;01.01.0001 0:00:00;;0;;
159;1;15;26;False;01.01.0001 0:00:00;;0;;
160;15;13;20;False;01.01.0001 0:00:00;;0;;
161;48;10;17;False;01.01.0001 0:00:00;;0;;
162;148;2;21;False;01.01.0001 0:00:00;;0;;
163;157;1;24;False;01.01.0001 0:00:00;;0;;
